#Image Rect[ms], Image Resize[ms], ORB ext[ms], Stereo match[ms], IMU preint[ms], Pose pred[ms], LM track[ms], KF dec[ms], Total[ms]
0.000000,0.000000,3.057833,0.000000,0.000000,2.593459,3.094292,0.451209,8.836375
0.000000,0.000000,3.264875,0.000000,0.000000,2.575416,2.494541,0.039167,9.885958
0.000000,0.000000,2.565167,0.000000,0.000000,2.747250,2.293125,0.039209,8.011167
0.000000,0.000000,2.347542,0.000000,0.000000,2.582542,2.677750,0.036750,7.817875
0.000000,0.000000,2.413291,0.000000,0.000000,2.760084,2.502542,0.039042,8.112666
0.000000,0.000000,2.800584,0.000000,0.000000,2.717333,2.826667,0.038292,8.511417
0.000000,0.000000,3.003042,0.000000,0.000000,2.667500,2.822417,0.041250,9.001209
0.000000,0.000000,2.822250,0.000000,0.000000,2.925709,2.499209,0.041042,8.778083
0.000000,0.000000,2.857041,0.000000,0.000000,2.902958,2.752709,0.041875,8.746458
0.000000,0.000000,2.973208,0.000000,0.000000,2.841583,2.538333,0.042083,9.124500
0.000000,0.000000,3.020208,0.000000,0.000000,2.660042,2.860334,0.042209,8.889167
0.000000,0.000000,2.893250,0.000000,0.000000,2.786125,2.914500,0.041917,8.881417
0.000000,0.000000,2.849000,0.000000,0.000000,2.934333,2.745125,0.041209,9.035917
0.000000,0.000000,3.141208,0.000000,0.000000,2.742458,2.579375,0.041666,9.310708
0.000000,0.000000,3.194334,0.000000,0.000000,2.658875,2.700209,0.045750,8.996958
0.000000,0.000000,2.924583,0.000000,0.000000,2.773166,2.829417,0.046208,8.759667
0.000000,0.000000,3.355083,0.000000,0.000000,2.796083,3.355333,0.048250,9.483084
0.000000,0.000000,3.169333,0.000000,0.000000,2.608500,2.582167,0.041666,9.825417
0.000000,0.000000,3.030875,0.000000,0.000000,2.550333,3.081375,0.045667,8.699375
0.000000,0.000000,3.292166,0.000000,0.000000,2.599666,3.161708,0.045083,9.425291
0.000000,0.000000,3.398250,0.000000,0.000000,2.654750,3.012458,0.042916,9.617917
0.000000,0.000000,3.219208,0.000000,0.000000,2.570375,2.977625,0.042250,9.340000
0.000000,0.000000,3.180167,0.000000,0.000000,2.638042,3.141916,0.048125,9.209708
0.000000,0.000000,3.118542,0.000000,0.000000,2.634333,2.575417,0.042250,9.397875
0.000000,0.000000,3.173125,0.000000,0.000000,2.966833,3.087458,0.041750,8.843041
0.000000,0.000000,2.840583,0.000000,0.000000,2.483833,3.133416,0.414000,9.376125
0.000000,0.000000,2.892041,0.000000,0.000000,2.448458,2.317083,0.036542,9.362916
0.000000,0.000000,2.566125,0.000000,0.000000,2.331542,2.483250,0.032916,7.715709
0.000000,0.000000,2.406541,0.000000,0.000000,2.423250,2.849583,0.035833,7.633292
0.000000,0.000000,2.612209,0.000000,0.000000,2.489667,2.455500,0.038583,8.327750
0.000000,0.000000,2.498750,0.000000,0.000000,2.801125,2.753500,0.039833,7.885334
0.000000,0.000000,2.608667,0.000000,0.000000,2.612750,2.650333,0.038375,8.611834
0.000000,0.000000,3.010792,0.000000,0.000000,2.885917,2.913750,0.040875,8.734833
0.000000,0.000000,3.081750,0.000000,0.000000,2.886417,2.396334,0.042084,9.360834
0.000000,0.000000,2.876625,0.000000,0.000000,2.614333,3.018875,0.041584,8.644750
0.000000,0.000000,3.096625,0.000000,0.000000,2.711417,2.616042,0.041000,9.212375
0.000000,0.000000,2.869834,0.000000,0.000000,2.876292,2.547583,0.041291,8.686292
0.000000,0.000000,3.012833,0.000000,0.000000,2.940167,2.945375,0.042667,8.913917
0.000000,0.000000,3.072417,0.000000,0.000000,2.708250,2.539666,0.042084,9.435166
0.000000,0.000000,2.935167,0.000000,0.000000,2.620708,2.901667,0.042208,8.669666
0.000000,0.000000,2.896666,0.000000,0.000000,2.584875,2.777000,0.048125,8.915000
0.000000,0.000000,3.130083,0.000000,0.000000,2.557750,3.113875,0.045333,8.992417
0.000000,0.000000,3.042042,0.000000,0.000000,2.605542,2.768000,0.046209,9.167541
0.000000,0.000000,3.397584,0.000000,0.000000,2.530084,2.820417,0.046583,9.292500
0.000000,0.000000,3.372584,0.000000,0.000000,2.599417,3.118583,0.045208,9.250750
0.000000,0.000000,3.243375,0.000000,0.000000,2.554041,2.770125,0.045375,9.505334
0.000000,0.000000,3.172084,0.000000,0.000000,2.630041,2.718958,0.045542,9.001667
0.000000,0.000000,3.087625,0.000000,0.000000,2.681375,3.105708,0.045667,8.955959
0.000000,0.000000,3.195334,0.000000,0.000000,2.864459,2.882625,0.424250,9.519375
0.000000,0.000000,3.070542,0.000000,0.000000,2.556708,2.382834,0.034792,9.713167
0.000000,0.000000,2.449708,0.000000,0.000000,2.333959,2.515417,0.033708,7.796000
0.000000,0.000000,2.393042,0.000000,0.000000,2.489584,2.379500,0.036917,7.653333
0.000000,0.000000,2.672375,0.000000,0.000000,2.501709,2.930000,0.037500,7.966500
0.000000,0.000000,2.636333,0.000000,0.000000,2.413417,2.938375,0.038833,8.448334
0.000000,0.000000,2.629666,0.000000,0.000000,2.878958,2.604792,0.038958,8.450292
0.000000,0.000000,2.832875,0.000000,0.000000,2.512625,3.156500,0.042833,8.790417
0.000000,0.000000,3.096000,0.000000,0.000000,2.578666,2.568709,0.045083,9.242459
0.000000,0.000000,3.020375,0.000000,0.000000,2.853417,3.178584,0.043541,8.639750
0.000000,0.000000,3.119125,0.000000,0.000000,3.107042,3.473542,0.045875,9.638417
0.000000,0.000000,3.074333,0.000000,0.000000,2.678417,2.733584,0.042542,10.144709
0.000000,0.000000,3.076292,0.000000,0.000000,2.745833,2.951292,0.045791,8.970791
0.000000,0.000000,3.212417,0.000000,0.000000,2.802750,2.900250,0.046333,9.400166
0.000000,0.000000,2.944083,0.000000,0.000000,2.921792,3.350417,0.044875,9.133416
0.000000,0.000000,3.357250,0.000000,0.000000,2.976917,3.495459,0.046000,10.152375
0.000000,0.000000,3.440333,0.000000,0.000000,2.840083,3.251667,0.046709,10.429792
0.000000,0.000000,3.193083,0.000000,0.000000,2.807375,2.906500,0.045834,9.798333
